350
40 396
31 3 64600
30 25 90812
37 32 151872
32 18 65597
8 29 204442
26 32 115689
14 28 207610
43 20 124242
30 36 114385
18 30 14819
30 35 102448
30 13 128558
34 39 93050
3 15 23142
21 8 86542
33 30 92825
5 39 143603
3 34 98563
2 14 113863
10 28 137217
25 12 122895
34 23 145382
1 31 131394
5 26 180963
14 26 98987
29 12 140626
28 15 229096
37 35 45868
12 4 120675
44 40 54671
17 31 122866
43 8 112263
41 5 68133
34 26 59754
12 31 121563
19 5 141918
40 34 125973
26 29 188076
28 27 178946
35 22 80271
29 25 172601
37 14 75193
1 4 76379
7 21 105286
31 36 46532
24 20 47876
17 20 150663
11 39 143228
28 19 176024
15 30 80352
38 42 89653
10 13 201847
17 35 157340
18 20 120878
3 27 87994
44 18 55873
26 20 76460
44 15 58641
24 27 41724
40 23 62188
25 43 108317
35 26 70984
22 6 127153
8 5 215906
20 28 185083
17 15 118011
1 7 191151
29 16 134065
43 19 65894
41 28 151588
21 2 105146
9 5 212675
29 1 171590
2 32 115378
19 33 118691
44 10 122581
33 13 186082
1 17 254139
33 9 189448
26 17 205792
39 6 178172
18 35 117267
12 16 132973
15 9 167348
41 33 44906
14 25 83512
7 36 115800
22 38 100623
2 10 175566
18 42 29304
27 22 79610
14 38 49677
3 36 100592
34 18 127175
1 38 130747
38 5 135401
16 21 92822
30 23 75805
25 21 82596
22 3 8384
39 37 150148
35 44 71803
31 44 92802
30 38 104138
32 15 99545
13 39 76848
24 3 129747
41 7 112659
37 42 115579
7 15 145092
39 9 220012
16 19 78142
20 7 109339
26 12 138370
31 6 140317
11 23 95644
29 19 107655
16 17 194024
23 44 87422
40 43 52650
13 20 32936
7 29 173763
2 4 104897
14 21 75994
17 14 128136
17 21 137097
21 30 40546
20 8 154615
44 3 35499
30 39 123389
29 4 151056
27 42 87302
33 10 121006
12 35 130105
17 22 132769
39 4 180332
12 27 129425
37 18 115913
43 39 162422
22 1 128017
28 40 171988
17 25 190317
20 25 60985
7 10 175704
38 25 83428
39 2 115908
28 26 235688
20 19 131925
12 41 115067
35 21 105319
7 24 113121
23 28 234176
20 32 147103
22 32 89138
33 36 171909
42 22 70452
20 31 27797
27 19 127653
9 44 108707
18 40 28436
5 34 124957
37 40 114711
3 19 83076
6 13 101324
14 18 126924
1 11 116057
16 8 179382
3 2 112183
12 38 150438
10 38 196089
44 19 66920
29 22 142948
2 30 64600
40 31 108193
38 39 136906
32 35 141627
2 36 110071
23 10 105677
33 44 88169
38 21 125671
24 44 112866
8 17 153121
13 5 141177
28 39 227058
39 15 127960
16 10 163240
31 16 106809
7 27 103230
41 22 86279
12 18 73656
33 43 131722
26 42 91802
42 11 5354
41 39 75470
5 23 164623
12 2 120649
37 4 145884
8 36 161076
6 32 112337
14 16 101539
32 7 115518
3 32 80775
24 15 132223
32 10 73241
41 6 109478
15 2 123166
29 39 205178
15 37 140897
41 1 147096
35 27 661
43 35 131040
27 26 70323
41 18 62738
14 19 142406
27 43 130379
13 14 55435
31 14 5270
9 30 96623
33 5 113039
42 40 28102
19 10 136830
44 20 65027
41 67
13 9 197345
7 32 473228
25 12 398459
9 21 435566
19 2 290176
26 9 700717
28 32 553733
37 36 557605
20 13 644229
17 39 580581
20 34 738476
4 14 309543
29 7 485059
20 8 569102
31 3 78354
36 29 587492
24 17 349837
29 25 994812
23 17 29941
37 28 740031
2 22 59521
21 18 675489
14 2 60771
40 39 676180
5 34 496020
1 5 257202
23 6 526728
7 20 826742
40 22 384705
5 36 524983
40 26 86577
2 33 374684
41 27 168032
1 12 202440
3 27 357390
17 4 281412
36 26 799874
29 33 672579
17 36 353149
16 12 673158
26 7 837713
14 28 603551
32 36 233701
29 6 841204
35 8 229097
6 22 522099
1 27 199335
11 14 426031
17 26 496594
11 9 382069
39 9 545805
14 12 18102
38 27 33685
34 4 364023
25 6 905275
32 11 524508
33 4 309473
24 4 631249
4 23 311353
9 32 336232
17 33 340475
19 13 296961
19 25 545423
9 33 305699
1 18 362928
30 18 873641
12 39 626814
46 280
25 2 251445
25 39 103386
9 2 248113
20 21 164485
29 6 48573
12 33 207891
42 29 5553
44 16 67721
27 2 353564
16 32 213798
3 9 96190
31 36 186711
44 46 163316
10 24 259364
7 12 181466
16 31 219464
21 9 94091
28 37 66012
17 8 68703
11 13 121788
44 13 167903
34 45 237301
24 5 314145
31 12 55465
29 8 55439
36 30 90163
31 26 158835
24 28 85515
45 6 111531
34 8 220555
1 15 206417
31 46 197989
33 30 155464
23 29 108582
38 15 212516
17 28 167861
27 29 198402
23 46 112050
22 10 195053
11 29 217495
17 38 28535
44 27 200618
14 33 205168
23 32 204378
19 28 346650
7 46 208170
30 39 118798
12 3 126521
40 21 120068
43 32 222614
33 37 178454
39 34 174066
25 8 116685
4 34 189456
21 35 124269
34 20 235290
31 43 154182
14 12 338841
28 45 57146
37 11 231861
10 31 242382
26 41 289241
13 23 12875
22 15 252475
37 42 81478
9 10 127420
22 40 185282
20 43 89059
41 24 267456
10 13 164974
11 33 245659
7 44 103500
25 23 251567
40 19 291892
2 10 228393
31 39 215346
32 44 146077
38 35 224231
36 10 146885
45 24 142661
19 7 270373
26 21 239900
6 38 74965
40 3 122167
19 24 284198
44 10 111917
43 37 209207
25 32 201172
38 37 199463
13 8 151146
14 11 416377
12 45 230628
46 13 99175
35 20 258786
21 25 149377
36 45 91870
3 8 126583
7 2 229679
21 11 173488
45 20 142799
28 26 147848
13 17 190710
21 36 113556
17 23 203585
19 6 274035
46 11 220963
31 7 215285
22 17 120995
18 13 138568
19 22 218520
32 17 157720
37 26 213860
11 26 203303
27 26 239594
25 24 200506
38 30 176473
8 46 209212
45 25 127691
9 28 129551
15 14 362225
6 43 187436
13 31 98814
38 28 196396
33 7 133833
13 43 163560
33 44 30333
18 29 183487
17 19 227605
24 6 236300
10 39 175520
20 7 189397
45 19 338320
36 5 167882
5 7 154080
4 31 150118
37 30 264069
31 21 230331
18 2 204380
27 5 75626
33 27 178207
37 41 130884
9 14 190338
5 22 185104
32 41 232091
12 15 158053
24 30 217440
28 7 110633
18 25 215388
16 9 83224
14 36 209803
43 5 159315
24 39 245274
22 32 247606
39 5 196517
15 27 289312
4 18 189872
20 23 239744
23 42 114135
22 4 189075
4 44 153655
23 31 85939
6 39 87226
38 26 143441
29 43 158495
23 9 196281
40 46 204796
14 29 199785
27 42 192849
26 7 205558
2 39 296213
41 44 130509
16 36 102689
5 42 117223
18 45 225333
39 8 109499
11 41 225409
10 1 235281
6 25 94412
45 8 133804
16 5 200635
37 36 183089
2 34 213111
31 44 151743
6 14 151212
44 14 174835
25 40 29309
37 5 198701
24 3 286621
11 44 241542
2 31 164626
9 1 254388
15 33 191507
19 32 298002
8 14 220731
5 8 178215
1 12 48364
28 44 145054
31 32 229369
38 43 138788
2 22 203583
7 6 79877
24 40 171197
45 9 72405
20 25 125680
33 17 7526
46 18 237743
14 40 216315
22 35 316691
46 25 234105
42 17 89450
11 24 95289
12 41 260582
42 6 43020
40 12 248688
34 25 220182
41 43 284588
10 5 184165
25 42 137432
46 43 262448
32 38 171203
36 13 202871
27 38 199216
24 1 208464
33 22 113469
25 3 151476
1 3 174885
42 35 195468
30 41 195833
15 26 268580
40 15 203604
24 26 233363
34 22 239744
17 6 46430
3 30 205818
25 17 93596
33 35 203222
11 35 297757
3 32 226764
23 22 124896
10 12 186917
42 12 144609
26 33 143911
44 40 41480
6 22 167425
9 41 125135
27 31 316201
44 42 66643
5 9 148417
40 37 189601
44 39 63603
46 33 132983
40 2 222136
30 26 240196
21 13 172459
31 24 215565
25 37 218910
1 22 142786
13 7 138117
16 35 240610
18 3 108118
33 40 71813
8 36 80864
30 45 182033
19 9 265915
43 45 200341
9 44 15503
12 24 160100
27 16 268339
35 43 336702
31 38 203085
26 34 255849
14 5 307749
4 10 92264
29 41 128673
13 27 287752
32 18 246809
27 32 247999
1 41 212218
10 28 252784
10 18 195850
16 9
11 6 992155
9 8 912021
14 13 201402
16 10 83318
15 9 547764
15 2 846767
11 5 977358
16 5 348021
14 5 176415
23 117
17 7 267815
17 23 377597
19 9 279996
13 11 184627
15 23 169736
2 1 103154
3 10 237055
2 6 227348
12 7 179740
23 14 256726
23 10 276278
13 19 130400
7 9 389243
1 16 3217
22 16 209165
18 5 146007
20 6 287463
2 18 35740
4 6 418395
19 20 118363
14 1 56768
15 11 65240
13 2 294590
18 15 183342
10 19 123130
11 17 142621
8 17 264790
17 4 210353
5 23 207071
11 22 212378
4 22 391725
16 10 79537
7 19 181208
22 1 205948
5 9 261958
16 15 47665
4 12 269429
8 15 199872
6 11 273918
23 3 156876
12 11 179670
22 19 144912
14 12 102110
3 5 167848
6 10 315220
22 12 350600
19 6 264051
2 22 309102
18 22 344842
19 3 185886
21 3 285327
17 22 317318
23 2 148566
22 10 268042
13 6 250048
9 15 224623
6 14 295668
14 11 77560
8 14 112882
1 10 76320
17 10 239307
7 18 217554
13 5 184323
8 13 258429
13 4 252359
4 10 186871
7 11 155190
7 15 164620
19 4 246813
11 16 24009
8 9 424495
23 1 214184
2 20 174707
5 11 27905
15 4 230225
19 5 53923
6 7 264955
7 22 326120
14 19 103578
22 13 275312
5 2 110267
18 19 199930
19 21 210187
9 16 272288
21 14 241804
12 5 151765
13 7 309821
2 4 288931
21 8 331696
19 2 164190
17 3 338374
23 18 112826
3 11 195753
4 16 188994
1 15 44448
8 5 162537
15 20 101775
20 7 62845
8 19 216460
13 18 330330
21 10 261356
3 14 217503
1 8 169650
18 3 269702
23 16 217401
21 17 261906
1 5 7113
18 17 302307
1 7 134398
12 15 189100
8 6 385560
9 6 433301
5 16 10330
5 15 37335
9 18 213031
22 5 198835
13 10 253530
12 27
9 10 297397
1 6 448775
7 9 422066
12 7 468274
4 10 550820
9 1 376166
12 6 395481
9 5 376838
3 5 313154
2 6 16267
3 4 431196
12 11 212959
3 6 467538
3 11 198412
9 2 459969
8 4 620005
8 11 54489
2 8 455458
8 1 156025
10 7 387060
5 4 471379
7 4 754746
11 6 455560
6 7 550356
2 1 465042
11 4 629608
2 12 379214
25 132
14 4 223602
10 21 364589
3 11 368441
21 17 224738
8 6 290214
23 13 381779
10 7 428573
3 19 145092
22 11 212065
7 15 246823
25 3 111129
17 13 224678
15 3 306666
13 6 234324
15 18 230683
1 6 128772
16 13 332310
13 10 577356
17 1 268192
18 7 100475
9 25 167856
13 19 393243
19 25 122062
11 9 224842
8 14 286994
19 24 144667
22 7 242068
17 14 277103
1 2 61174
17 7 213090
20 16 465912
22 21 176690
9 21 160447
12 4 35168
11 1 337393
19 12 103071
13 24 396636
2 22 196940
15 25 247026
9 18 151513
12 9 148865
6 15 320493
20 12 522395
10 5 431217
23 6 235842
19 14 155699
16 4 98392
15 4 239126
20 15 614778
18 12 2648
12 2 200242
9 19 154043
20 22 681171
14 11 302811
20 21 519682
23 10 349756
8 9 285338
16 1 128730
11 21 331166
15 17 343298
12 14 192807
3 20 501439
14 10 397598
24 17 273504
12 15 228035
18 2 202890
11 18 273655
14 21 149295
13 22 532823
1 25 139234
17 3 240087
2 17 303695
8 3 276387
19 4 67903
19 17 218334
3 13 367837
14 15 157139
18 22 276005
8 22 301581
14 23 141652
14 5 87040
20 1 496698
11 12 276303
22 25 292348
2 9 51377
14 7 89684
17 16 178487
17 4 150431
4 22 238189
18 14 190159
4 3 165288
23 15 151580
8 24 275962
22 12 273357
21 19 6404
18 3 127472
11 4 311471
19 11 324762
21 23 161853
8 17 349629
7 1 55102
15 22 66393
8 12 234366
16 11 339527
10 11 94787
25 11 257312
16 19 158877
3 24 236872
16 25 82215
22 24 136187
3 9 227496
4 23 87546
16 9 212089
6 9 241323
20 6 367926
22 14 223532
15 24 69794
2 23 168244
15 5 244179
21 25 128466
3 10 455570
8 4 199198
5 12 105767
19 2 182291
9 13 387260
2 10 371006
7 5 2644
18 17 112615
18 16 65872
12 1 158225
6 17 269732
24 2 60753
39 569
21 16 150638
32 1 167007
23 35 81738
12 13 12039
37 8 97913
6 37 140151
32 2 80442
14 7 217661
28 36 72544
17 4 203970
13 2 75636
37 19 153836
37 17 157134
16 22 93297
9 12 126956
10 13 58969
3 10 111177
37 39 119161
26 18 61155
35 15 95776
7 4 85038
23 19 42942
27 17 111241
6 13 110719
30 17 56373
26 12 111100
18 17 112124
2 29 75149
22 33 52354
20 37 137828
5 18 136317
15 24 116110
24 31 171305
16 11 114522
16 24 134545
38 37 114907
3 6 162927
18 38 27370
2 25 5514
32 22 49125
6 27 133080
38 20 69641
2 14 141767
1 30 113443
26 33 121961
13 34 96932
38 36 92046
34 1 128430
11 2 82855
22 21 77907
24 8 114883
13 35 119718
31 29 92278
12 25 58083
12 31 98735
26 5 106504
7 25 81408
17 20 101021
10 33 57791
11 19 119111
23 33 66987
33 34 95754
4 12 131971
24 2 118756
27 24 106693
4 15 144091
23 31 85326
18 4 151257
11 35 114482
39 9 176073
32 17 137675
26 22 82347
22 4 115420
9 17 189112
36 13 122510
2 26 51030
12 8 67470
34 7 82936
4 21 170819
36 22 78826
36 14 179953
26 36 3521
6 16 105230
13 3 100717
28 10 9003
27 35 151853
39 5 53949
3 33 101895
29 18 55113
26 9 138143
10 2 16667
29 23 92000
31 8 72345
4 20 102949
31 30 46724
5 25 50595
28 5 48455
25 19 65310
25 8 9387
22 25 36831
30 16 39384
14 8 145640
35 6 18773
29 3 52698
5 17 91922
27 8 92889
29 6 110229
37 3 173689
5 37 65212
5 27 125614
34 31 110626
19 13 111107
4 24 177917
36 6 92985
33 6 109541
7 11 138922
1 7 183356
20 9 140665
13 28 67972
22 17 108274
38 3 58782
25 20 49302
37 4 103184
21 24 165346
23 25 22368
35 17 171547
11 12 78087
21 23 71190
2 7 75894
24 7 143978
20 18 63687
36 24 90770
21 7 130230
39 17 131745
25 10 11153
39 35 85055
16 27 27852
11 15 90207
3 22 112877
14 34 152554
28 2 25670
8 11 78982
4 9 197689
22 34 98034
18 9 76988
4 29 162038
8 26 54903
3 27 75449
29 13 117097
14 15 172659
12 33 10861
1 20 130353
37 24 162124
35 25 59370
18 15 104819
14 18 117606
1 6 148598
8 20 39915
32 20 36654
11 26 70645
11 33 88948
19 38 139687
35 12 117453
10 12 46930
22 15 53613
14 26 176432
30 13 118517
30 23 118954
36 29 77009
37 32 169479
20 28 69458
29 28 49476
26 39 81569
16 19 150872
33 36 121332
27 7 128587
37 14 208652
4 14 241755
35 36 109113
30 27 67236
12 29 105058
6 11 128966
37 27 131574
30 11 153906
23 9 167769
10 36 63541
27 4 140554
31 4 155364
10 35 70523
26 21 105366
4 5 132104
14 27 106903
14 24 213596
35 32 102071
3 12 112756
2 34 77237
38 9 104358
15 28 56562
17 23 128125
34 12 84893
6 26 96506
9 22 153136
19 3 170452
23 22 39575
9 36 141664
6 14 136068
14 1 141313
16 14 79051
4 13 144010
14 9 194594
27 28 95175
29 1 38369
33 21 128794
18 34 34948
15 29 106038
9 2 184453
6 34 122713
13 17 84038
7 28 95511
16 12 67094
19 15 56980
36 31 115346
33 24 94138
24 23 102072
23 32 63758
18 19 133723
1 15 89211
35 37 158924
11 14 193573
19 2 59796
31 6 49677
31 18 124663
31 26 118867
8 1 117388
23 39 48028
13 32 77715
34 32 84441
26 4 124529
34 9 111936
26 19 110826
13 20 41061
33 29 115919
38 33 43113
16 4 168406
14 31 86391
22 8 27444
8 10 20540
9 3 163140
29 37 163133
6 9 220771
38 8 93343
30 4 202088
23 27 80078
36 37 115814
16 3 103301
24 32 111622
3 31 144976
2 30 102100
9 24 172978
27 39 100679
18 7 117884
9 8 180580
2 17 135606
17 14 96040
36 3 129707
15 7 106786
23 8 20727
30 39 95030
35 19 124680
31 28 42802
35 14 154841
18 23 90781
39 16 128531
14 5 177638
9 29 132101
27 13 51281
4 11 53884
26 17 103383
32 26 58234
37 31 156459
28 14 129193
19 1 146191
35 9 239544
29 34 90061
22 28 56987
27 15 94116
36 8 51382
17 21 155485
23 37 110894
27 18 10703
10 20 60455
35 4 168366
10 1 96848
17 12 71999
8 16 120741
30 5 137971
28 11 108525
39 11 114029
2 35 64884
4 33 142832
29 19 120756
14 33 157006
33 39 72298
16 18 38555
31 25 62958
39 29 43972
30 22 118841
1 2 113515
36 25 52388
26 20 94818
9 31 201651
3 15 138681
34 36 29739
12 5 86372
33 30 117339
38 27 16667
37 30 196140
32 3 137060
17 29 167237
26 3 126186
37 11 157068
9 5 159717
4 6 162594
11 9 174361
19 28 85466
32 8 76569
3 20 100406
28 1 87845
18 25 108028
1 4 200407
18 37 136030
1 26 111857
37 26 112293
38 39 87310
25 37 99554
34 26 26207
10 31 51805
21 32 127032
38 26 88525
36 17 106904
5 19 115905
27 11 86670
16 38 44519
4 10 121565
5 13 98411
8 19 63669
11 23 76169
20 23 27104
5 3 150619
10 22 47984
2 4 116483
7 19 135690
37 15 124932
18 10 96875
29 7 144987
10 32 97109
21 36 101845
30 36 142615
28 16 123027
7 9 112651
30 14 39667
1 37 201502
9 15 181807
4 8 120356
22 37 125357
12 19 99068
32 33 76537
13 39 73476
4 28 112562
32 19 106700
24 10 135423
5 8 59982
10 5 39442
23 4 130053
20 21 90378
32 25 85956
16 36 103231
14 29 102944
28 26 76065
12 38 53974
35 18 162556
7 23 92748
9 28 179760
33 28 66794
5 1 136290
12 20 29022
19 33 109929
6 21 100447
34 35 131799
6 10 51750
10 17 118929
12 28 55933
16 10 114042
31 13 110774
8 29 79019
21 14 150921
36 39 78048
24 11 124033
33 37 158020
25 4 121997
5 16 153466
8 34 81110
17 28 127932
21 15 85228
28 34 67824
27 19 123020
30 34 112887
31 22 99789
33 31 109596
12 18 49945
17 15 142163
36 32 54713
30 6 96401
28 32 106112
15 25 36406
19 9 210711
11 18 97373
30 20 120210
10 37 104654
1 17 169816
25 30 107614
23 28 42524
39 3 96670
36 23 64363
13 9 138972
18 30 77939
37 21 122535
5 7 47066
26 13 123139
22 11 61536
21 35 119220
11 17 150086
36 2 47509
38 2 89470
2 8 3873
1 38 108252
25 3 122330
21 25 59850
16 37 159426
27 9 87691
30 28 89526
13 11 90126
29 21 129482
28 24 128866
21 18 154055
6 24 121628
24 17 138218
27 21 143352
8 30 105973
19 14 156095
23 14 158648
3 35 181700
32 16 102111
11 34 96852
19 31 128268
34 37 101082
30 3 142685
30 38 83903
9 1 170470
33 20 39883
20 2 43788
29 25 69632
14 10 138196
27 26 71858
13 21 129972
19 4 172995
7 22 107211
10 34 76827
17 8 135718
36 19 107305
14 32 181162
33 7 144299
12 6 98680
21 10 71003
16 31 86108
26 30 139094
22 5 87426
10 39 14507
20 16 80826
22 29 106463
30 15 132992
39 25 25660
15 36 78401
14 25 147281
2 6 46111
11 31 151327
13 38 41935
22 2 31317
28 21 80006
10 15 47559
25 27 97325
34 17 77176
27 32 74259
12 14 146145
35 30 115174
26 15 81922
12 15 70164
2 31 68472
7 35 140781
24 39 134370
12 1 143427
6 20 89899
38 4 157221
17 31 103097
22 18 76148
25 17 130082
19 22 82517
11 10 99522
15 31 99364
23 38 96745
37 12 151584
35 16 124001
33 5 97233
17 19 171067
13 33 1178
19 6 105907
7 26 94147
9 25 185016
23 16 107930
26 29 73488
26 24 87277
4 36 121008
24 5 174865
13 22 53532
21 11 129445
22 39 62491
7 38 133053
7 37 18146
15 6 77003
35 8 68757
33 17 82860
2 37 94040
3 1 49470
39 28 5504
5 34 116269
14 13 158184
25 38 83956
28 6 60753
3 8 131717
3 11 149471
13 25 70122
31 35 68450
14 20 159877
32 39 111616
15 8 34765
10 27 86172
34 23 94091
29 38 82483
11 38 103337
22 24 87439
34 38 62318
10 23 33521
38 28 81806
11 1 179418
20 35 108672
15 2 30892
11 5 138964
38 15 110783
30 9 154927
2 18 107465
23 5 72963
23 6 62965
3 21 182180
10 29 58479
34 19 137033
19 20 70046
14 38 123570
18 32 84962
37 13 156842
32 111
17 2 147889
32 29 261509
25 8 183266
31 30 256436
20 1 192655
8 31 180646
6 29 105223
29 8 1957
10 31 13428
4 6 175527
20 11 205553
21 31 48744
26 28 116004
22 15 335722
24 9 200218
8 16 79868
7 17 21712
22 17 165353
27 18 237566
27 21 192258
30 21 207692
26 7 261352
11 29 262483
19 16 376
28 19 36831
16 31 101530
1 13 148095
18 5 316656
12 21 46275
13 14 205310
27 11 82299
19 20 167979
31 2 183457
4 12 113271
11 26 280088
18 13 304213
3 9 372239
10 26 139751
31 20 81560
26 22 157721
7 16 108893
18 26 423783
15 16 257550
13 11 125090
17 3 331668
7 19 108517
31 24 91346
5 9 368060
13 25 46520
15 25 173375
6 22 233847
30 17 134344
3 20 310217
7 12 171731
4 14 156049
9 15 303570
1 2 213092
11 25 141348
11 30 317651
13 12 46369
5 28 224558
16 24 115363
20 24 138196
18 14 276985
10 1 178567
26 2 304842
29 14 70521
1 30 195231
13 21 15131
16 17 87181
32 2 360618
18 25 320471
27 5 333418
5 30 235266
19 22 78548
27 23 177416
2 13 149844
24 19 114987
19 18 270948
29 12 185072
8 17 7313
7 30 156056
14 10 235782
18 12 328035
1 11 273185
7 28 145348
2 12 180988
9 1 299922
9 14 328389
30 18 81390
19 13 57254
9 32 281761
32 15 21809
27 10 237861
4 31 115740
28 29 118280
29 25 183913
19 1 90841
5 10 275453
10 18 334685
24 27 234860
15 8 285275
5 25 290208
4 2 67717
25 32 195184
28 25 140605
1 18 259012
7 27 200118
29 1 66243
10 6 243025
3 27 406881
27 29
26 24 695508
4 1 456265
24 22 737889
23 5 576594
18 24 927309
25 11 749608
6 3 942740
6 12 276347
15 26 336597
13 9 306509
13 20 724717
20 16 885254
6 16 608254
15 1 760316
6 21 511004
22 13 596456
26 9 845676
24 16 418962
23 1 687240
21 12 234657
22 15 393886
12 10 676580
20 19 459025
15 19 575496
6 5 558113
8 23 898039
11 12 937009
2 20 924935
19 18 961967
2 1
1 2 5
9 9
6 2 304008
2 3 124098
3 5 203113
4 8 298177
2 9 84490
6 9 219518
8 3 103482
9 3 208588
3 7 208639
20 169
19 2 279111
5 19 164301
20 16 363203
8 17 392210
1 6 78352
5 9 292987
8 4 44270
15 11 76889
10 15 160235
1 11 139330
17 16 439895
5 10 125954
12 20 349005
17 20 76692
8 16 241745
14 20 389955
3 9 358739
15 4 313477
15 12 306776
9 19 419936
16 11 362086
3 4 113260
3 18 285826
15 1 62441
9 17 179820
13 14 383336
6 3 277136
15 14 347726
10 8 322429
15 13 280500
15 6 84473
17 4 347961
19 10 268804
13 6 322409
11 19 233555
15 19 198582
17 14 466647
12 4 179580
13 19 271158
8 1 379645
11 20 119118
11 12 383665
19 1 171010
2 10 282697
4 13 448125
10 13 341851
18 10 104722
13 5 272217
1 3 278898
10 17 279156
7 3 242543
8 7 400073
11 6 161362
11 2 45556
8 14 186535
8 11 288784
9 14 387744
18 9 271755
3 14 29005
13 18 250996
11 14 270837
14 1 307903
17 2 241366
2 7 205078
17 19 317503
3 5 307058
10 12 187115
6 9 343179
7 11 159522
19 4 391143
12 1 244335
6 7 288526
17 7 350888
20 18 97742
12 17 425697
9 11 352389
1 17 181362
2 16 316515
5 2 156726
6 17 203394
6 5 50192
20 3 383568
5 11 111170
10 4 366695
17 3 460260
8 9 516269
5 15 34281
13 8 492395
20 4 271248
12 2 429221
10 3 362982
18 11 132402
18 7 251971
9 15 298741
1 13 244057
13 2 158055
7 15 236411
8 6 434666
12 18 251263
14 5 336063
17 15 118921
13 7 197125
8 2 334340
17 18 174434
10 7 342837
19 14 283657
18 5 21232
16 5 286693
2 14 225281
1 18 6928
11 3 299842
12 19 383886
19 7 74033
8 3 157530
19 3 308313
8 12 135310
9 20 256512
12 9 509168
16 15 320974
2 20 164674
11 4 244514
11 13 203611
7 16 267701
19 20 240827
4 9 471999
16 13 464826
12 5 272495
15 8 357747
18 16 265461
6 2 206926
15 2 122445
18 15 55513
2 1 184886
2 3 254306
11 10 237124
10 9 362621
18 2 177958
18 4 367659
17 11 195810
6 20 126702
5 1 28160
16 14 143650
1 4 374558
3 12 175867
18 6 71424
6 12 322687
6 10 176146
8 20 315518
7 4 355803
3 15 341339
6 14 306147
20 10 202464
19 8 435413
1 9 264827
16 1 272389
18 8 386573
16 3 114645
17 13 328598
7 9 345903
20 1 104670
16 6 336885
15 20 42229
4 14 142270
5 8 392028
10 14 391987
20 7 274196
16 19 193668
6 4 390396
10 16 370183
39 176
36 1 183153
38 27 268496
12 26 202731
5 26 378842
27 6 302889
23 24 222322
5 7 314529
35 32 261192
37 3 355451
29 23 133028
15 30 212689
16 34 317301
14 28 252814
23 11 286628
5 13 245042
18 31 115487
27 29 204355
34 3 258552
22 21 236375
19 14 126473
3 15 222379
26 24 237768
19 33 158093
9 37 74668
6 18 183400
14 35 261896
21 3 230443
22 3 356516
30 38 228816
20 18 270672
14 9 145018
25 20 260394
12 19 376711
39 24 283926
35 28 62514
27 16 220056
6 15 127092
17 13 384392
10 37 147459
7 9 210703
1 27 363295
25 39 316939
30 4 108886
38 5 273289
30 25 450684
30 9 139104
30 36 226987
20 3 332218
32 5 157101
17 39 348048
16 11 352887
26 9 261629
14 8 106263
28 36 281047
16 22 345724
15 33 141624
22 29 245092
10 20 307993
30 19 229158
6 4 174894
12 36 356541
24 35 93012
12 6 411627
38 21 249790
7 18 218227
28 2 149764
1 13 224471
37 20 310522
11 31 172797
27 15 232372
32 6 88915
9 19 157811
32 15 38177
3 38 204662
36 7 242434
22 30 154401
30 27 321328
14 12 363918
6 1 99164
2 11 267181
34 10 206156
30 23 250001
11 18 187511
1 8 84267
32 1 149324
33 29 169641
7 8 171948
18 30 156381
19 24 266377
36 13 235386
12 3 456087
29 8 130604
22 12 372143
33 31 108245
28 32 211608
2 26 213770
25 27 184008
24 21 367291
33 9 282
15 23 161045
11 26 326463
8 31 69208
30 12 435514
26 6 268842
32 34 74350
16 37 344659
20 30 374958
26 38 351341
24 14 222316
12 1 341922
39 30 311605
20 13 236541
18 35 242414
37 23 321688
30 31 209424
38 20 352860
17 14 245929
23 2 261066
9 32 103812
32 18 94485
16 35 407790
3 31 210463
7 13 288975
35 31 227700
15 36 107616
38 14 234730
33 6 144394
32 27 270549
38 16 359139
3 39 245115
34 26 201264
25 26 248526
28 22 177979
19 39 222885
25 2 317870
21 20 299407
25 23 255335
29 5 90907
24 7 302081
29 37 214254
20 23 346756
35 38 210513
9 21 160642
31 7 217979
30 8 177859
6 9 144676
26 19 341930
2 31 170517
6 30 283780
11 35 54903
4 15 171560
5 28 315699
23 31 181291
17 12 512890
13 4 171534
29 12 362040
28 25 365501
17 3 102933
31 22 146053
35 19 315191
3 13 281459
20 22 311587
38 29 209943
4 25 382825
10 2 193650
35 22 115465
1 33 45230
12 28 470997
25 9 359838
21 1 115130
1 19 203323
29 28 277802
11 3 383260
17 11 351114
33 4 30500
32 25 256026
31 175
8 6 82363
21 22 254851
19 26 59084
26 24 265909
22 31 30033
13 15 305334
4 13 65967
26 10 207423
24 15 194675
3 28 487602
15 3 374060
15 18 293577
24 30 359472
18 11 293124
20 19 62406
27 26 40320
28 19 331847
9 17 104999
20 4 148671
6 14 130452
21 28 450385
8 7 151495
20 7 223725
1 16 89238
9 3 280845
6 19 25981
12 22 338144
17 23 235050
14 2 134061
20 6 88387
22 29 204856
15 10 367255
24 18 320957
29 25 178411
25 19 144491
2 19 97092
27 22 56135
17 27 110261
11 9 189272
19 29 167485
17 19 74120
6 31 159591
30 10 162349
31 17 196429
6 11 242007
1 9 45260
10 2 213571
13 21 268970
7 12 384925
8 3 342016
11 26 208904
30 20 287695
25 9 175370
17 11 278845
30 15 378391
2 12 242228
11 16 218500
9 10 183666
12 10 394870
12 28 573493
14 16 208090
24 29 368644
10 18 107151
6 16 143844
16 31 237229
2 9 60469
22 15 249600
17 2 150042
24 23 296135
26 8 49260
10 19 220289
10 25 328673
11 2 128803
